date,volume,open,high,low,close
2014/6/4,36460620,62.45,63.59,62.07,63.34
2014/6/3,32097900,62.62,63.42,62.32,62.87
2014/6/2,35946770,63.23,63.59,62.05,63.08
2014/5/30,45224820,63.95,64.17,62.56,63.3
2014/5/29,42333090,63.84,64.3,63.51,63.83
2014/5/28,47746450,63.39,64.14,62.62,63.51
2014/5/27,55546990,61.62,63.51,61.57,63.48
2014/5/23,38210700,60.41,61.45,60.15,61.351
2014/5/22,54067890,60.94,61.48,60.4,60.52
2014/5/21,58814920,58.56,60.5,58.25,60.49
2014/5/20,53804590,59.5,60.19,58.18,58.56
2014/5/19,42968380,57.89,59.56,57.57,59.21
2014/5/16,47850350,58.31,58.45,57.31,58.0199
2014/5/15,56691940,59.26,59.38,57.52,57.919
2014/5/14,47379700,59.53,60.45,58.95,59.23
2014/5/13,48442200,59.66,60.89,59.51,59.83
2014/5/12,48403930,57.98,59.9,57.98,59.83
2014/5/9,52497050,56.85,57.65,56.38,57.24
2014/5/8,61143360,57.23,58.82,56.5,56.76
2014/5/7,78450290,58.77,59.3,56.26,57.39
2014/5/6,55798800,60.98,61.15,58.49,58.53
2014/5/5,45938990,59.67,61.35,59.18,61.22
2014/5/2,54086030,61.3,61.89,60.18,60.46
2014/5/1,82319330,60.43,62.28,60.21,61.15
2014/4/30,75599310,57.58,59.85,57.16,59.78
2014/4/29,75339000,56.09,58.28,55.84,58.15
2014/4/28,107534200,58.05,58.31,54.66,56.14
2014/4/25,92257140,59.97,60.01,57.57,57.71
2014/4/24,138477000,63.6,63.65,59.77,60.87
2014/4/23,94013700,63.45,63.48,61.26,61.36
2014/4/22,60328420,62.65,63.44,62.22,63.0301
2014/4/21,60064820,59.46,61.24,59.15,61.24
2014/4/17,87956250,59.3,60.58,58.72,58.94
2014/4/16,78548910,59.79,60.19,57.74,59.72
2014/4/15,108466300,59.29,59.68,55.88,59.09
2014/4/14,72152260,60.09,60.45,57.78,58.89
2014/4/11,91373170,57.6,60.31,57.31,58.53
2014/4/10,114767600,63.08,63.18,58.68,59.16
2014/4/9,99918180,59.63,62.4558,59.1882,62.41
2014/4/8,78732130,57.68,58.71,57.17,58.1901
2014/4/7,108324400,55.9,58,55.44,56.95
2014/4/4,125198200,59.94,60.2,56.32,56.749
2014/4/3,83585460,62.55,63.17,59.13,59.49
2014/4/2,66149490,63.21,63.91,62.21,62.72
2014/4/1,59098260,60.46,62.66,60.24,62.62
2014/3/31,52921180,60.78,61.52,59.87,60.24
2014/3/28,66888000,61.34,61.95,59.335,60.01
2014/3/27,112453500,60.51,61.9,57.98,60.97
2014/3/26,97436810,64.74,64.95,60.37,60.385
2014/3/25,68168890,64.89,66.19,63.78,64.89
2014/3/24,85551700,67.19,67.36,63.36,64.1
2014/3/21,59993420,67.53,67.92,66.1786,67.24
2014/3/20,44344660,68.01,68.23,66.82,66.97
2014/3/19,43909250,69.17,69.29,67.465,68.24
2014/3/18,40731150,68.76,69.6,68.3,69.19
2014/3/17,52098860,68.18,68.95,66.62,68.7399
2014/3/14,48095760,68.49,69.43,67.46,67.72
2014/3/13,56954770,71.29,71.35,68.15,68.83
2014/3/12,46332080,69.86,71.35,69,70.8799
2014/3/11,59364950,72.5,72.59,69.96,70.1
2014/3/10,59853820,70.77,72.15,70.51,72.03
2014/3/7,38918700,71.08,71.18,69.47,69.8
2014/3/6,46023480,71.88,71.89,70.25,70.84
2014/3/5,74560670,69.69,71.97,69.62,71.57
2014/3/4,41996420,68.66,68.9,67.62,68.8
2014/3/3,56813110,66.96,68.05,66.51,67.41
2014/2/28,66738010,69.47,69.88,67.38,68.46
2014/2/27,41638450,69.34,70.01,68.87,68.94
2014/2/26,55302090,70.19,71.22,68.85,69.26
2014/2/25,52062710,70.95,71,69.45,69.85
2014/2/24,76735760,68.74,71.44,68.54,70.78
2014/2/21,70923530,69.69,69.96,68.45,68.59
2014/2/20,130880100,67.73,70.11,65.727,69.63
2014/2/19,60295610,67.05,69.08,67,68.06
2014/2/18,43798520,66.94,67.5397,66.07,67.3
2014/2/14,36731220,67.5,67.58,66.72,67.09
2014/2/13,61883050,64.18,67.33,64.05,67.33
2014/2/12,47260370,64.92,65.06,64.05,64.45
2014/2/11,45657700,63.75,65,63.35,64.851
2014/2/10,43642880,64.3,64.49,63.473,63.548
2014/2/7,60762540,62.27,64.57,62.22,64.32
2014/2/6,42079800,61.46,62.78,61.46,62.16
2014/2/5,51553330,62.74,63.16,61.27,62.19
2014/2/4,45977670,62.05,63.14,61.82,62.75
2014/2/3,74852940,63.03,63.77,60.7,61.48
2014/1/31,87774330,60.47,63.37,60.17,62.57
2014/1/30,150128200,62.12,62.5,60.46,61.08
2014/1/29,89786860,54.61,54.95,53.19,53.53
2014/1/28,48182940,54.02,55.28,54,55.14
2014/1/27,73888900,54.73,54.9401,51.85,53.55
2014/1/24,55410210,56.15,56.42,54.4,54.45
2014/1/23,47945860,56.37,56.68,55.6855,56.63
2014/1/22,61349130,58.85,59.31,57.1,57.51
2014/1/21,48658930,56.6,58.58,56.5,58.51
2014/1/17,40845940,57.3,57.82,56.07,56.3
2014/1/16,34537020,57.26,58.02,56.83,57.19
2014/1/15,33655610,57.98,58.57,57.27,57.6
2014/1/14,37487240,56.46,57.78,56.1,57.74
2014/1/13,62888480,57.91,58.25,55.38,55.91
2014/1/10,42443990,57.13,58.3,57.06,57.94
2014/1/9,92236170,58.65,58.96,56.65,57.22
2014/1/8,56669280,57.6,58.41,57.23,58.23
2014/1/7,77201940,57.7,58.55,57.22,57.92
2014/1/6,68773580,54.42,57.26,54.05,57.2
2014/1/3,38244700,55.02,55.65,54.53,54.557
2014/1/2,43188990,54.83,55.22,54.19,54.71
2013/12/31,43069960,54.12,54.86,53.91,54.649
2013/12/30,68195850,54.93,55.18,53.43,53.71
2013/12/27,60251230,57.48,57.68,55.25,55.44
2013/12/26,55024630,58.32,58.38,57.37,57.73
2013/12/24,46617750,58.27,58.58,56.91,57.96
2013/12/23,98124560,55.5,58.32,55.45,57.77
2013/12/20,224195500,54.93,55.15,54.23,55.12
2013/12/19,89722000,54.33,55.19,53.95,55.05
2013/12/18,75831750,54.86,55.89,53.75,55.57
2013/12/17,78480680,54.76,55.18,54.24,54.86
2013/12/16,84971770,53.25,54.5,52.91,53.81
2013/12/13,82517560,51.66,53.5,51.34,53.32
2013/12/12,92467060,51.045,52.07,50.66,51.83
2013/12/11,62295230,50.55,50.77,49.01,49.38
2013/12/10,68301310,48.64,50.77,48.54,50.245
2013/12/9,35930850,48.09,48.97,47.74,48.84
2013/12/6,42877640,48.98,49.39,47.71,47.94
2013/12/5,43773340,48.15,48.7,47.87,48.34
2013/12/4,60306210,46.46,48.77,46.26,48.62
2013/12/3,31998810,46.75,47.2,46.29,46.73
2013/12/2,50674560,46.9,47.54,46.26,47.06
2013/11/29,22953920,46.75,47.21,46.5,47.01
2013/11/27,44887500,45.97,46.67,45.53,46.49
2013/11/26,81892990,44.66,46.17,43.55,45.89
2013/11/25,82469790,46.36,46.65,44.04,44.82
2013/11/22,40465250,47.04,47.27,45.96,46.23
2013/11/21,34821540,46.99,47.46,46.685,46.7
2013/11/20,53833880,46.61,47.55,46.31,46.43
2013/11/19,75452630,46.26,47,45.72,46.36
2013/11/18,85676080,48.47,48.84,45.8,45.83
2013/11/15,42394340,49.11,49.48,48.71,49.01
2013/11/14,75042140,48.7,49.57,48.03,48.99
2013/11/13,79082730,46.23,48.74,46.06,48.71
2013/11/12,68071910,46,47.37,45.83,46.605
2013/11/11,80718180,47.04,47.53,45.73,46.2
2013/11/8,70540080,47.81,48.65,47.25,47.53
2013/11/7,96906910,49.24,49.87,47.3,47.56
2013/11/6,67745300,50.26,50.45,48.71,49.12
2013/11/5,76659340,47.79,50.18,47.51,50.105
2013/11/4,80194620,49.365,49.75,48.02,48.22
2013/11/1,94776920,50.85,52.09,49.72,49.75
2013/10/31,248338900,47.155,52,46.5,50.205
2013/10/30,111666400,50,50.21,48.75,49.01
2013/10/29,101787400,50.73,50.79,49.25,49.395
2013/10/28,73116480,51.54,51.7,49.61,50.229
2013/10/25,44931490,53.18,53.24,51.88,51.95
2013/10/24,46436620,52.38,52.84,51.5928,52.445
2013/10/23,57037800,51.75,52.25,51.13,51.9
2013/10/22,83047340,54.33,54.76,52.2,52.675
2013/10/21,57935890,54.68,54.81,53.51,53.85
2013/10/18,88118540,54.18,54.825,53.6,54.22
2013/10/17,70836230,51.12,52.22,50.95,52.21
2013/10/16,64406590,50.04,51.24,49.9,51.135
2013/10/15,80838680,49.99,51,49.18,49.5
2013/10/14,68639410,48.31,49.63,47.91,49.51
2013/10/11,58342770,49.18,49.87,48.79,49.11
2013/10/10,99370750,47.865,49.68,47.83,49.05
2013/10/9,147056800,47.375,47.84,45.26,46.77
2013/10/8,135628200,50.6,50.6,47.08,47.14
2013/10/7,57061640,50.73,51.29,50.4,50.515
2013/10/4,74312720,49.77,51.16,49.57,51.04
2013/10/3,81651010,50.47,50.72,49.06,49.183
2013/10/2,62686500,50.13,51.1,49.95,50.28
2013/10/1,97946230,49.97,51.03,49.45,50.42
2013/9/30,99504810,50.14,51.6,49.8,50.23
2013/9/27,81192310,50.29,51.28,49.86,51.24
2013/9/26,97976810,50.01,50.6,49.5,50.39
2013/9/25,87566700,49.23,49.54,48.46,49.46
2013/9/24,136274400,48.505,49.66,48.16,48.45
2013/9/23,75170550,47.28,47.55,46.29,47.19
2013/9/20,115259600,46.32,47.6,45.74,47.49
2013/9/19,63854770,45.51,46.05,45.23,45.98
2013/9/18,79172720,44.84,45.47,44.395,45.23
2013/9/17,91748330,42.5,45.44,42.43,45.07
2013/9/16,70580670,44.85,44.94,42.43,42.51
2013/9/13,52706530,45.04,45.08,43.93,44.31
2013/9/12,67943630,45.53,45.62,44.65,44.75
2013/9/11,71840960,43.39,45.09,43.11,45.04
2013/9/10,54453960,44.24,44.26,43.23,43.6
2013/9/9,75634970,44.36,44.79,43.7,44.04
2013/9/6,117375700,43.09,44.61,42.4,43.95
2013/9/5,49931010,41.79,42.765,41.77,42.66
2013/9/4,42472010,42.01,42.17,41.44,41.78
2013/9/3,48666190,41.84,42.165,41.51,41.87
2013/8/30,67565220,42.025,42.26,41.06,41.294
2013/8/29,58153720,40.89,41.78,40.8,41.28
2013/8/28,57617060,39.96,40.85,39.88,40.548
2013/8/27,72556560,40.68,41.2,39.42,39.64
2013/8/26,93901000,40.9,41.94,40.62,41.34
2013/8/23,86246160,39,40.63,38.93,40.55
2013/8/22,21859280,38.37,38.75,38.34,38.55
2013/8/21,45998690,38.38,38.85,38.145,38.32
2013/8/20,57879220,38.35,38.58,37.69,38.41
2013/8/19,57411950,37.43,38.28,37.14,37.81
2013/8/16,45749580,36.97,37.49,36.9,37.08
2013/8/15,56429530,36.36,37.07,36.0201,36.56
2013/8/14,48299100,36.83,37.55,36.62,36.65
2013/8/13,65248000,38.24,38.32,36.77,37.019
2013/8/12,31096900,38.2,38.5,38.1,38.22
2013/8/9,43510970,38.59,38.74,38.01,38.5
2013/8/8,41182770,39.13,39.19,38.43,38.54
2013/8/7,68711580,38.61,38.94,37.7,38.87
2013/8/6,63834190,39.11,39.25,37.94,38.55
2013/8/5,79798290,38.43,39.32,38.25,39.189
2013/8/2,72731240,37.66,38.49,37.5,38.05
2013/8/1,105865000,37.3,38.29,36.92,37.489
2013/7/31,154704200,37.96,38.31,36.33,36.8
2013/7/30,172937500,35.65,37.96,35.32,37.627
2013/7/29,124716100,34.07,35.63,34.01,35.43
2013/7/26,135881500,33.77,34.73,33.56,34.01
2013/7/25,365091700,33.545,34.88,32.75,34.359
2013/7/24,75364480,26.32,26.53,26.05,26.51
2013/7/23,28138680,26.1,26.3,25.97,26.13
2013/7/22,27490350,25.99,26.13,25.72,26.045
2013/7/19,46515740,25.82,26.1077,25.6,25.881
2013/7/18,24697620,26.75,26.77,26.12,26.18
2013/7/17,21491940,26.37,26.78,26.3,26.65
2013/7/16,30779130,26.39,26.75,26.01,26.32
2013/7/15,24200400,25.93,26.43,25.65,26.28
2013/7/12,16498340,25.74,25.93,25.55,25.91
2013/7/11,26756400,25.96,26,25.45,25.81
2013/7/10,26744350,25.58,25.83,25.47,25.8
2013/7/9,30334450,25.07,25.49,25.03,25.48
2013/7/8,27043580,24.47,25.04,24.42,24.71
2013/7/5,20202440,24.65,24.66,24.2,24.37
2013/7/3,10404330,24.22,24.71,24.15,24.52
2013/7/2,18346010,24.7,24.77,24.3,24.41
2013/7/1,20539520,24.9694,25.0601,24.62,24.81
2013/6/28,96737620,24.68,24.98,24.42,24.88
2013/6/27,34641060,24.24,24.84,24.21,24.66
2013/6/26,29860530,24.51,24.65,23.99,24.16
2013/6/25,24710300,24.14,24.43,24.04,24.25
2013/6/24,40586430,23.95,24.11,23.38,23.935
2013/6/21,45800870,24.59,24.7,24.05,24.53
2013/6/20,42716660,24.28,24.745,23.65,23.9
2013/6/19,31732970,24.2,25.19,24.1,24.309
2013/6/18,36667860,24.09,24.69,24.08,24.21
2013/6/17,33601370,23.91,24.25,23.75,24.022
2013/6/14,30603420,23.56,23.89,23.26,23.63
2013/6/13,31095780,23.72,23.83,23.265,23.73
2013/6/12,26404420,24.16,24.26,23.58,23.77
2013/6/11,29837670,24.03,24.35,24,24.03
2013/6/10,58311370,24.06,24.6,23.99,24.33
2013/6/7,38679530,23.03,23.4,22.86,23.291
2013/6/6,31224400,22.99,23.09,22.67,22.97
2013/6/5,53759680,23.35,23.705,22.79,22.899
2013/6/4,34748310,23.89,23.93,23.32,23.52
2013/6/3,35693200,24.265,24.32,23.71,23.848
2013/5/31,35879190,24.63,24.95,24.27,24.348
2013/5/30,60555780,24.13,24.779,23.93,24.55
2013/5/29,64115760,23.79,23.81,23.26,23.32
2013/5/28,50042490,24.54,24.54,23.92,24.1
2013/5/24,58653470,24.97,24.97,24.08,24.3125
2013/5/23,37654530,24.8,25.53,24.77,25.06
2013/5/22,45198860,25.65,25.85,24.92,25.159
2013/5/21,26163000,25.87,26.075,25.59,25.66
2013/5/20,42345840,26.18,26.19,25.69,25.759
2013/5/17,29426640,26.4,26.6,26.2,26.25
2013/5/16,35473010,26.48,26.55,25.9,26.13
2013/5/15,30257960,26.92,26.99,26.4,26.6
2013/5/14,24899510,26.885,27.28,26.82,27.07
2013/5/13,29003230,26.6,27.325,26.531,26.82
2013/5/10,30796410,27.14,27.3,26.57,26.68
2013/5/9,33367040,27.08,27.55,26.85,27.04
2013/5/8,34592220,26.88,27.3,26.65,27.12
2013/5/7,41181810,27.55,27.85,26.85,26.889
2013/5/6,43816260,28.33,28.46,27.48,27.57
2013/5/3,58210590,29.04,29.07,28.15,28.311
2013/5/2,104142100,28.01,29.02,27.98,28.97
2013/5/1,63228690,27.85,27.915,27.31,27.43
2013/4/30,36158480,27.13,27.85,27.005,27.769
2013/4/29,28880330,27.16,27.41,26.86,26.98
2013/4/26,32952000,26.6,27.62,26.6,26.85
2013/4/25,17085990,26.07,26.4,26,26.14
2013/4/24,19701820,25.93,26.4,25.8,26.11
2013/4/23,25136620,26.215,26.33,25.77,25.98
2013/4/22,25626190,25.81,26.36,25.7,25.97
2013/4/19,20349350,25.62,25.96,25.33,25.73
2013/4/18,39017530,26.82,26.82,25.15,25.69
2013/4/17,26409810,26.65,27.2,26.39,26.625
2013/4/16,27354550,26.81,27.11,26.4,26.92
2013/4/15,30157610,27.16,27.48,26.36,26.52
2013/4/12,28645390,28,28,27.24,27.4
2013/4/11,33317050,27.48,28.1,27.25,28.0175
2013/4/10,45868010,27.01,27.84,26.9,27.57
2013/4/9,21271210,26.58,26.89,26.42,26.59
2013/4/8,27213210,27.19,27.2,26.63,26.849
2013/4/5,64468590,26.86,27.8,26.61,27.39
2013/4/4,81884030,26.62,27.2301,26.11,27.0725
2013/4/3,48093190,25.83,26.39,25.7,26.25
2013/4/2,35121310,25.77,26.12,25.3,25.42
2013/4/1,22205800,25.63,25.89,25.28,25.53
2013/3/28,28564300,26.09,26.17,25.52,25.58
2013/3/27,52246250,25,26.28,24.72,26.09
2013/3/26,26931720,25.08,25.48,25.03,25.205
2013/3/25,39115300,25.75,25.8,25.078,25.131
2013/3/22,18420580,25.796,26.01,25.63,25.73
2013/3/21,24297020,25.66,26.11,25.56,25.74
2013/3/20,43922190,26.68,26.69,25.78,25.86
2013/3/19,25222620,26.53,26.9,26.21,26.55
2013/3/18,26610250,26.37,26.79,25.78,26.49
2013/3/15,31554310,27.03,27.06,26.56,26.645
2013/3/14,27604220,27.1,27.43,26.83,27.04
2013/3/13,39527710,27.62,27.65,26.92,27.08
2013/3/12,27498230,28.1,28.32,27.6,27.83
2013/3/11,35585960,28.01,28.64,27.83,28.14
2013/3/8,44161320,28.425,28.47,27.73,27.96
2013/3/7,74408360,27.57,28.675,27.47,28.578
2013/3/6,33464760,28.1,28.13,27.35,27.4525
2013/3/5,40184170,27.88,28.18,27.21,27.52
2013/3/4,32363520,27.76,28.06,27.44,27.72
2013/3/1,54032140,27.05,28.1164,26.81,27.78
2013/2/28,82952930,26.84,27.3,26.34,27.25
2013/2/27,44203880,27.34,27.34,26.63,26.87
2013/2/26,31579420,27.36,27.46,26.7,27.39
2013/2/25,34480840,27.16,27.64,27.15,27.27
2013/2/22,36287100,27.62,27.63,26.82,27.13
2013/2/21,49583120,28.28,28.55,27.15,27.283
2013/2/20,42037050,28.92,29.05,28.33,28.462
2013/2/19,49216780,28.23,29.08,28.12,28.93
2013/2/15,32986500,28.52,28.75,28.09,28.32
2013/2/14,35565550,28.02,28.63,28.01,28.5
2013/2/13,50053630,27.36,28.32,27.31,27.9075
2013/2/12,93390430,27.67,28.16,27.1,27.37
2013/2/11,36619600,28.61,28.68,28.04,28.26
2013/2/8,37636360,28.89,29.17,28.51,28.545
2013/2/7,34410230,29.11,29.15,28.27,28.65
2013/2/6,38301680,28.74,29.29,28.66,29.05
2013/2/5,47790880,28.26,28.96,28.04,28.64
2013/2/4,92128780,29.06,29.2,28.01,28.109
2013/2/1,85730540,31.01,31.02,29.63,29.73
2013/1/31,190522200,29.15,31.47,28.74,30.981
2013/1/30,84116810,30.98,31.49,30.88,31.24
2013/1/29,72704310,32,32.07,30.71,30.79
2013/1/28,59514360,31.88,32.5063,31.81,32.469
2013/1/25,54234890,31.41,31.93,31.13,31.54
2013/1/24,43747870,31.27,31.49,30.81,31.08
2013/1/23,48497840,31.1,31.5,30.8,30.82
2013/1/22,54812940,29.75,30.89,29.74,30.729
2013/1/18,49552880,30.31,30.44,29.27,29.66
2013/1/17,40204750,30.08,30.42,30.03,30.14
2013/1/16,75183340,30.21,30.35,29.53,29.85
2013/1/15,172961200,30.64,31.71,29.88,30.1
2013/1/14,98585650,32.08,32.21,30.62,30.9475
2013/1/11,89422580,31.28,31.96,31.1,31.72
2013/1/10,95209790,30.6,31.45,30.28,31.3
2013/1/9,104443300,29.67,30.6,29.49,30.59
2013/1/8,45791490,29.51,29.6,28.86,29.0607
2013/1/7,83712950,28.69,29.79,28.65,29.4213
2013/1/4,72609630,28.01,28.93,27.83,28.76
2013/1/3,63069690,27.88,28.47,27.59,27.77
2013/1/2,69735160,27.44,28.18,27.42,28
2012/12/31,60287020,26.2,26.99,26.11,26.6197
2012/12/28,56502650,25.48,26.11,25.15,25.9112
2012/12/27,43425730,26.55,26.8,25.52,26.05
2012/12/26,33122100,27.03,27.18,26.375,26.51
2012/12/24,28230040,26.5,26.96,26.2,26.93
2012/12/21,54365580,26.66,27.01,26.12,26.26
2012/12/20,35540640,27.49,27.6,27.13,27.36
2012/12/19,61342850,27.83,28.22,26.95,27.41
2012/12/18,60474760,26.96,27.91,26.9,27.71
2012/12/17,57679070,26.77,27,26.32,26.75
2012/12/14,91517810,28.18,28.33,26.76,26.812
2012/12/13,80968650,27.59,28.75,27.43,28.24
2012/12/12,46664930,28,28.14,27.37,27.5801
2012/12/11,77035520,28.07,28.24,27.66,27.98
2012/12/10,50463630,27.17,28.17,27.1,27.84
2012/12/7,51648160,27.07,27.78,26.84,27.485
2012/12/6,45933360,27.68,27.75,26.82,26.97
2012/12/5,58899760,27.75,27.9,27.26,27.71
2012/12/4,72810360,27.06,27.76,26.68,27.46
2012/12/3,123384900,28,28.88,26.98,27.04
2012/11/30,126867400,27.26,28,26.76,28
2012/11/29,88572990,26.5,27.52,26.16,27.32
2012/11/28,49113040,25.94,26.49,25.75,26.36
2012/11/27,85687430,26.04,26.5,25.46,26.15
2012/11/26,123513900,24.935,26.09,24.81,25.94
2012/11/23,29520310,24.58,24.68,23.88,23.998
2012/11/21,89720920,23.22,24.53,23.05,24.32
2012/11/20,46515660,22.73,23.9,22.7,23.1
2012/11/19,84944370,23.955,24.12,22.82,22.92
2012/11/16,107091400,22.25,23.93,22.18,23.5607
2012/11/15,78808770,22.34,22.5,21.65,22.17
2012/11/14,229081600,20.1,22.5,19.93,22.36
2012/11/13,71524510,19.605,20.11,19.56,19.86
2012/11/12,67220540,19.15,20.17,18.87,20.07
2012/11/9,42257790,19.955,20,19.13,19.21
2012/11/8,34106840,20.52,20.73,19.98,19.99
2012/11/7,33352920,20.85,20.95,20.37,20.47
2012/11/6,29030780,21.24,21.37,20.99,21.1712
2012/11/5,31752420,21.1,21.48,20.92,21.25
2012/11/2,38308550,21.26,21.69,21.07,21.18
2012/11/1,37631000,21.08,21.44,21.01,21.21
2012/10/31,99311480,20.82,21.5,20.73,21.11
2012/10/26,9999999,22.4,22.88,21.88,21.9425
2012/10/25,76050080,23.29,23.31,22.47,22.56
2012/10/24,228364700,24.13,24.25,22.85,23.2299
2012/10/23,72281000,19.25,19.8,19.1,19.5
2012/10/22,32269470,19.2,19.43,19.05,19.321
2012/10/19,34769600,19,19.06,18.8,19
2012/10/18,52059860,19.7,19.79,18.89,18.975
2012/10/17,44020450,19.5,20.48,19.3718,19.88
2012/10/16,21816100,19.68,19.69,19.3,19.48
2012/10/15,20154860,19.68,19.88,19.49,19.52
2012/10/12,18743920,19.75,19.8,19.48,19.5181
2012/10/11,21803710,19.88,19.96,19.61,19.75
2012/10/10,39282420,19.93,19.94,19.45,19.64
2012/10/9,27125670,20.39,20.55,19.97,20.227
2012/10/8,32190200,20.4,20.75,20.155,20.4
2012/10/5,40483780,21.49,21.63,20.88,20.91
2012/10/4,46549400,22.32,22.4,21.41,21.9475
2012/10/3,31940720,22.295,22.49,21.8,21.83
2012/10/2,29276680,22.08,22.49,21.82,22.27
2012/10/1,51198150,22.08,22.59,21.73,21.99
2012/9/28,65415370,20.57,21.95,20.5,21.66
2012/9/27,30061050,20.99,21,20.16,20.32
2012/9/26,38212360,20.145,20.78,19.8,20.62
2012/9/25,46169460,21.2,21.21,20.22,20.28
2012/9/24,78968380,21.78,21.98,20.3625,20.79
2012/9/21,51163120,22.97,23.24,22.6,22.86
2012/9/20,57115160,23.02,23.24,22.54,22.59
2012/9/19,78525460,21.99,23.37,21.77,23.29
2012/9/18,36696330,21.6,21.98,21.37,21.87
2012/9/17,50593510,22.67,22.75,21.5,21.52
2012/9/14,72707430,21.13,22.08,20.9,22
2012/9/13,64896660,20.955,21.48,20.61,20.713